cboid,ISCO08,SOC2010,SOC2018,O*NET-SOC 2019 Code,Title,Description
1-34.50,2310,25-1051,25-1051,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Teach courses in the physical sciences, except chemistry and physics. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research."
1-34.50,2310,25-1052,25-1052,25-1052.00,"Chemistry Teachers, Postsecondary","Teach courses pertaining to the chemical and physical properties and compositional changes of substances. Work may include providing instruction in the methods of qualitative and quantitative chemical analysis. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research."
1-34.50,2310,25-1053,25-1053,25-1053.00,"Environmental Science Teachers, Postsecondary",Teach courses in environmental science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
1-34.50,2310,25-1054,25-1054,25-1054.00,"Physics Teachers, Postsecondary",Teach courses pertaining to the laws of matter and energy. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
1-34.50,2310,25-1061,25-1061,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Teach courses in anthropology or archeology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
1-34.50,2310,25-1062,25-1062,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Teach courses pertaining to the culture and development of an area, an ethnic group, or any other group, such as Latin American studies, women's studies, or urban affairs. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.50,2310,25-1063,25-1063,25-1063.00,"Economics Teachers, Postsecondary",Teach courses in economics. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
1-34.50,2310,25-1064,25-1064,25-1064.00,"Geography Teachers, Postsecondary",Teach courses in geography. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
1-34.50,2310,25-1065,25-1065,25-1065.00,"Political Science Teachers, Postsecondary","Teach courses in political science, international affairs, and international relations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.50,2310,25-1066,25-1066,25-1066.00,"Psychology Teachers, Postsecondary","Teach courses in psychology, such as child, clinical, and developmental psychology, and psychological counseling. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.50,2310,25-1067,25-1067,25-1067.00,"Sociology Teachers, Postsecondary",Teach courses in sociology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
1-34.50,2310,25-1069,25-1069,25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",All postsecondary social sciences teachers not listed separately.
1-34.50,2310,25-1071,25-1071,25-1071.00,"Health Specialties Teachers, Postsecondary","Teach courses in health specialties, in fields such as dentistry, laboratory technology, medicine, pharmacy, public health, therapy, and veterinary medicine."
1-34.50,2310,25-1072,25-1072,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Demonstrate and teach patient care in classroom and clinical units to nursing students. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
1-34.50,2310,25-1081,25-1081,25-1081.00,"Education Teachers, Postsecondary","Teach courses pertaining to education, such as counseling, curriculum, guidance, instruction, teacher education, and teaching English as a second language. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.50,2310,25-1082,25-1082,25-1082.00,"Library Science Teachers, Postsecondary",Teach courses in library science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
1-34.50,2310,25-1111,25-1111,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Teach courses in criminal justice, corrections, and law enforcement administration. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.50,2310,25-1112,25-1112,25-1112.00,"Law Teachers, Postsecondary",Teach courses in law. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
1-34.50,2310,25-1113,25-1113,25-1113.00,"Social Work Teachers, Postsecondary",Teach courses in social work. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
1-34.50,2310,25-1121,25-1121,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Teach courses in drama, music, and the arts including fine and applied art, such as painting and sculpture, or design and crafts. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.50,2310,25-1122,25-1122,25-1122.00,"Communications Teachers, Postsecondary","Teach courses in communications, such as organizational communications, public relations, radio/television broadcasting, and journalism. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.50,2310,25-1123,25-1123,25-1123.00,"English Language and Literature Teachers, Postsecondary","Teach courses in English language and literature, including linguistics and comparative literature. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.50,2310,25-1124,25-1124,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Teach languages and literature courses in languages other than English. Includes teachers of American Sign Language (ASL). Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
1-34.50,2310,25-1125,25-1125,25-1125.00,"History Teachers, Postsecondary",Teach courses in human history and historiography. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
1-34.50,2310,25-1126,25-1126,25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Teach courses in philosophy, religion, and theology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.50,2310,25-1191,25-9044,25-9044.00,"Teaching Assistants, Postsecondary","Assist faculty or other instructional staff in postsecondary institutions by performing instructional support activities, such as developing teaching materials, leading discussion groups, preparing and giving examinations, and grading examinations or papers."
1-34.50,2310,25-1192,25-1192,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary","Teach courses in childcare, family relations, finance, nutrition, and related subjects pertaining to home management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.50,2310,25-1193,25-1193,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary","Teach courses pertaining to recreation, leisure, and fitness studies, including exercise physiology and facilities management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.50,2310,25-1199,25-1199,25-1199.00,"Postsecondary Teachers, All Other",All postsecondary teachers not listed separately.
1-34.60,2310,25-1011,25-1011,25-1011.00,"Business Teachers, Postsecondary","Teach courses in business administration and management, such as accounting, finance, human resources, labor and industrial relations, marketing, and operations research. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.60,2310,25-1021,25-1021,25-1021.00,"Computer Science Teachers, Postsecondary","Teach courses in computer science. May specialize in a field of computer science, such as the design and function of computers or operations and research analysis. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.60,2310,25-1022,25-1022,25-1022.00,"Mathematical Science Teachers, Postsecondary","Teach courses pertaining to mathematical concepts, statistics, and actuarial science and to the application of original and standardized mathematical techniques in solving specific problems and situations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.60,2310,25-1031,25-1031,25-1031.00,"Architecture Teachers, Postsecondary","Teach courses in architecture and architectural design, such as architectural environmental design, interior architecture/design, and landscape architecture. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.60,2310,25-1032,25-1032,25-1032.00,"Engineering Teachers, Postsecondary","Teach courses pertaining to the application of physical laws and principles of engineering for the development of machines, materials, instruments, processes, and services. Includes teachers of subjects such as chemical, civil, electrical, industrial, mechanical, mineral, and petroleum engineering. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.60,2310,25-1041,25-1041,25-1041.00,"Agricultural Sciences Teachers, Postsecondary","Teach courses in the agricultural sciences. Includes teachers of agronomy, dairy sciences, fisheries management, horticultural sciences, poultry sciences, range management, and agricultural soil conservation. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
1-34.60,2310,25-1042,25-1042,25-1042.00,"Biological Science Teachers, Postsecondary",Teach courses in biological sciences. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
1-34.60,2310,25-1043,25-1043,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Teach courses in forestry and conservation science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
1-34.60,2310,25-1051,25-1051,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Teach courses in the physical sciences, except chemistry and physics. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research."
